uid,nom,num,numvoie,voie,codepost,commune,code_insee,surf_tot_m2,clos
PAR-69204-001,Parc historique de Beauregard,1,,Rue Edouard Millaud,69230,Saint-Genis-Laval,69204,36358,
PAR-69204-002,Parc de la Maison des Champs,2,130,Avenue Georges Clemenceau,69230,Saint-Genis-Laval,69204,4506,
PAR-69286-008,Parc des Horizons,8,10,Boulevard De Lattre de Tassigny,69140,Rillieux-la-Pape,69286,10804,2015
PAR-69266-040,Espace de vie de l'Abbe Bordes,40,33,Rue Armand,69100,Villeurbanne,69266,3423,1989
PAR-69266-096,Parc Jacob Hugentobler (et Esplanade),96,20,Rue Valentin Haüy,69100,Villeurbanne,69266,6215,2017
PAR-69266-088,Square Félix Lebossé,88,85,Rue Anatole France,69100,Villeurbanne,69266,4299,1978
PAR-69266-039,Square Henri Bertrand,39,119,Rue Anatole France,69100,Villeurbanne,69266,1521,
PAR-69266-098,Square du Château,98,61,Rue Château Gaillard,69100,Villeurbanne,69266,5637,
PAR-69256-002,Jardin de la Paix et des Libertés,2,,Rue Condorcet,69120,Vaulx-en-Velin,69256,10693,2005
PAR-69266-181,Jardin des Poulettes,181,45,Rue Edouard Vaillant,69100,Villeurbanne,69266,553,2004
PAR-69266-180,Jardin de poche Bienvenus Perroncel,180,132,Rue des Bienvenus,69100,Villeurbanne,69266,365,2011
PAR-69266-187,Square Alice et Andre Vansteenberghe,187,11,Rue Château Gaillard,69100,Villeurbanne,69266,3053,1991
PAR-69266-194,Square du 19 mars 1962,194,,Rue Francis de Pressensé,69100,Villeurbanne,69266,1955,1961
PAR-69266-195,Square du Temps des Cerises,195,,Rue Prisca,69100,Villeurbanne,69266,2824,1992
PAR-69266-207,Square Association Rhin et Danube,207,212,Rue Francis de Pressensé,69100,Villeurbanne,69266,271,1966
PAR-69266-212,Square des Anciens Combattants d'Afrique du Nord,212,132,Rue Louis Becker,69100,Villeurbanne,69266,2510,
PAR-69266-369,Square de la Concorde,369,63,Rue Henri Legay,69100,Villeurbanne,69266,610,1970
PAR-69266-379,Espace de l'Europe Jean Monnet,379,,Avenue Antoine Dutrievoz,69100,Villeurbanne,69266,17944,1980
PAR-69266-381,Parc Etienne Gagnaire,381,3,Rue Etienne Gagnaire,69100,Villeurbanne,69266,8728,2001
PAR-69266-382,Parc de la Commune de Paris,382,83,Rue Pierre Voyant,69100,Villeurbanne,69266,25251,1966
PAR-69266-384,Square de la Doua,384,,Boulevard du 11 Novembre 1918,69100,Villeurbanne,69266,11362,1978
PAR-69266-385,Parc Marx Dormoy,385,2,Rue de la Pouponnière,69100,Villeurbanne,69266,2624,1925
PAR-69266-386,Square de la Plaine Robinson,386,192,Rue du 4 Août 1789,69100,Villeurbanne,69266,1202,
PAR-69266-387,Jardin de l'Embellie,387,1,Rue Bernard Lecache,69100,Villeurbanne,69266,2957,
PAR-69266-388,Jardin des Clairs-Bois,388,51,Rue Dedieu,69100,Villeurbanne,69266,237,2007
PAR-69266-392,Square Marcel Doret,392,2,Rue Marcel Doret,69100,Villeurbanne,69266,423,
PAR-69266-389,Square de la France Libre - Charles de Gaulle,389,251,Cours Emile Zola,69100,Villeurbanne,69266,2332,1967
PAR-69266-390,Square Edmond Michelet,390,10,Avenue Condorcet,69100,Villeurbanne,69266,1769,
PAR-69266-391,Square Gendron,391,36,Rue Viret,69100,Villeurbanne,69266,408,
PAR-69382-02247,Jardin Aquatique Ouagadougou,2247,1,Quai Rambaud,69002,Lyon,69382,9718,
PAR-69256-057,Square Monique Martin,57,,Rue Jeanne Morel,69120,Vaulx-en-Velin,69256,146,
PAR-69286-009,Parc boisé de Vancia Château Bérard,9,5059,Route de Strasbourg,69140,Rillieux-la-Pape,69286,83921,2021
PAR-69256-037,Esplanade Tase,37,,Avenue des Canuts/Avenue Bataillon Carmagole Liber,69120,Vaulx-en-Velin,69256,14090,2020
PAR-69256-038,Allée des Marronniers,38,,Allée des Marronniers,69120,Vaulx-en-Velin,69256,1037,2020
PAR-69383-53333,Berge du Rhône 3e,53333,1,Quai Victor Auganeur,69003,Lyon,69383,32786,
PAR-69383-03016,Bois des Chênes,3016,37,Rue Jules Massenet,69003,Lyon,69383,10201,
PAR-69256-039,Espace vert des Verchères,39,,Rue des Verchères,69120,Vaulx-en-Velin,69256,3604,
PAR-69256-040,Square André Malraux,40,,Square André Malraux,69120,Vaulx-en-Velin,69256,2706,2017
PAR-69256-013,Jardin astronomique du Planétarium,13,,Place de la Nation,69120,Vaulx-en-Velin,69256,2782,2017
PAR-69266-214,Parc Edouard Glissant,214,62,Avenue Roger Salengro,69100,Villeurbanne,69266,3408,2011
PAR-69256-003,Square Danielle Casanova,3,,Avenue Roger Salengro,69120,Vaulx-en-Velin,69256,4373,
PAR-69256-008,Parc du Château,8,,Rue Franklin,69120,Vaulx-en-Velin,69256,4361,2015
PAR-69266-003,Jardin Alexis Jordan,3,77,Rue Château Gaillard,69100,Villeurbanne,69266,7444,2004
PAR-69266-377,Square des Justes,377,16,Rue Docteur Ollier,69100,Villeurbanne,69266,81,
PAR-69286-029,Parc de la Roue,29,,Rue de la Barse,69140,Rillieux-la-Pape,69286,6665,1970
PAR-69266-011,Parc des Droits de l'Homme - Maison des aînés,11,56,Rue Du 1 Mars 1943,69100,Villeurbanne,69266,17603,1981
PAR-69266-013,Parc Vaclav Havel,13,118,Cours Tolstoï,69100,Villeurbanne,69266,2636,2013
PAR-69266-014,Square Berty Albrecht,14,14,Place Jules Grandclément,69100,Villeurbanne,69266,1129,1977
PAR-69266-015,Square de la Roseraie,15,28,Avenue Marc Sangnier,69100,Villeurbanne,69266,2857,1956
PAR-69266-016,Square du Bataillon Carmagnole Liberté,16,,Rue du 4 Septembre 1797,69100,Villeurbanne,69266,1356,1982
PAR-69266-020,Jardin Jean Rictus,20,32,Rue Docteur Frappaz,69100,Villeurbanne,69266,1775,2010
PAR-69266-021,Square Léon Meiss,21,,Allée Léon Meiss,69100,Villeurbanne,69266,1157,1994
PAR-69266-018,Jardin des tout petits Adolphe Lafont,18,19,Avenue Marc Sangnier,69100,Villeurbanne,69266,2863,1929
PAR-69266-025,Dalle Jules Guesde,25,116,Rue de la Ligne de l'Est,69100,Villeurbanne,69266,7396,
PAR-69266-029,Square Roger Palanche et René Vidal,29,,Rue des Charmettes,69100,Villeurbanne,69266,202,
PAR-69266-033,Jardin Alfred Sauvy,33,46,Rue du Progrès,69100,Villeurbanne,69266,1989,
PAR-69266-034,Square Allée du Couchant,34,,Allée du Couchant,69100,Villeurbanne,69266,2138,
PAR-69266-031,Jardin Marcel Claeys,31,27,Rue Hippolyte Kahn,69100,Villeurbanne,69266,654,
PAR-69266-032,Square Victor Basch,32,24,Rue Victor Basch,69100,Villeurbanne,69266,384,
PAR-69266-042,Square Jacques Prevert,42,63,Cours Tolstoï,69100,Villeurbanne,69266,6262,1978
PAR-69266-038,Square Florian,38,56,Rue Florian,69100,Villeurbanne,69266,3332,1973
PAR-69266-044,Jardin des Milles Couleurs,44,2,Rue Pierre Baratin,69100,Villeurbanne,69266,2273,1999
PAR-69266-106,Parc Chanteur,106,53,Rue Francis de Pressensé,69100,Villeurbanne,69266,7458,1994
PAR-69266-367,Parc Jorge Semprun,367,14,Rue Willy Brandt,69100,Villeurbanne,69266,5313,2019
PAR-69266-376,Parc Nathalie Gautier,376,18,Rue Jean Jaurès,69100,Villeurbanne,69266,2823,2007
PAR-69266-378,Square Henri Frenay,378,,Rue Julien Peyhorgue,69100,Villeurbanne,69266,1336,
PAR-69266-380,Parc Vaillant couturier,380,59,Rue Léon Blum,69100,Villeurbanne,69266,7952,1946
PAR-69266-394,Parc René Dumont,394,66,Avenue Galline,69100,Villeurbanne,69266,2249,
PAR-69266-395,Square René Pellet,395,74,Cours Emile Zola,69100,Villeurbanne,69266,1529,1994
PAR-69266-393,Square Marie Claude Thivillon,393,3,Rue Frédéric Faÿs,69100,Villeurbanne,69266,253,
PAR-69266-397,Square Maurice Ferréol,397,11,Rue de l'Avenir,69100,Villeurbanne,69266,4122,
PAR-69286-030,Parc de Buisière,30,10,chemin de la Buissière,69140,Rillieux-la-Pape,69286,3760,1990
PAR-69385-55066,Jardin place des Minimes,55066,1,Place des Minimes,69005,Lyon,69385,6718,
PAR-69388-08300,Jardin place Jean Mermoz,8300,1,Place Jean Mermoz,69008,Lyon,69388,9036,
PAR-69383-53072,Jardin place Pierre Renaudel,53072,1,Place Pierre Renaudel,69003,Lyon,69383,2230,
PAR-69286-028,Parc Doisneau,28,5,Rue Alexandre Dumas,69140,Rillieux-la-Pape,69286,4638,2022
PAR-69286-017,Parc Linéaire,17,165,Rue Ampère,69140,Rillieux-la-Pape,69286,70510,2018
PAR-69256-001,Parc Elsa Triolet,1,137,Avenue du 8 mai 1945,69120,Vaulx-en-Velin,69256,30555,
PAR-69387-07290,Parc des Berges Sud,7290,1,Quai du Canada,69007,Lyon,69387,49728,
PAR-69286-035,Place du Château,35,1,Place du Château,69140,Rillieux-la-Pape,69286,3262,1970
PAR-69286-003,Les parcs urbain de Vancia,3,6,Rue de l'école,69140,Rillieux-la-Pape,69286,9815,1980
PAR-69286-024,Bois de Osterode,24,741,Route du Mas Rillier,69140,Rillieux-la-Pape,69286,96224,2021
PAR-69286-038,Vallons du Ravins Ouest,38,,,69140,Rillieux-la-Pape,69286,98932,
PAR-69040-001,Parc Simone Veil,1,,Rue de la Mairie,69410,Champagne-au-Mont-d'Or,69040,3031,
PAR-69040-003,Parc des Loustics,3,,Rue de la Mairie,69410,Champagne-au-Mont-d'Or,69040,1877,2013
PAR-69040-004,Parc des Pastourelles,4,,Boulevard de la République,69410,Champagne-au-Mont-d'Or,69040,2378,
PAR-69040-005,Espace de loisirs du Coulouvrier,5,,Chemin du Coulouvrier,69410,Champagne-au-Mont-d'Or,69040,3460,2006
PAR-69040-006,Square Claude Girardon,6,,Rue Bellevue,69410,Champagne-au-Mont-d'Or,69040,400,
PAR-69286-026,Parc de la diversité Sermenaz,26,,Chemin de la Teyssonnière,69140,Rillieux-la-Pape,69286,412793,2007
PAR-69081-001,Parc des Chênes ,1,22 bis,Avenue Edouard Aynard,69130,Écully ,69081,11500,
PAR-69081-002,Jardin de la Condamine ,2,18,Avenue du Dr Terver,69130,Écully ,69081,6000,
PAR-69081-003,Parc du Vivier ,3,28,Chemin du Trouillat,69130,Écully ,69081,70000,
PAR-69081-004,Parc du Centre Culturel,4,21,Avenue Edouard Aynard,69130,Écully ,69081,15000,
PAR-69081-005,Le bois de Serres ,5,15,Chemin de Charbonnières,69130,Écully ,69081,1600000,
PAR-69081-006,Parc et étang de Malrochet,6,31,Avenue Paul Santy,69130,Écully ,69081,5200,
PAR-69081-007,Parc et étang des Calettes ,7,5,Chemin des Hautes Bruyères,69130,Écully ,69081,15000,
PAR-69081-008,Square des anciens combattants d'Afrique du Nord,8,4,Rue Benoit Tabard,69130,Écully ,69081,920,
PAR-69286-016,Voie verte Loup-pendu,16,700,Avenue Pierre Mendés France,69140,Rillieux-la-Pape,69286,32047,2017
PAR-69034-054,Square Sidonie-Gabrielle Colette,54,16,rue de Margnolles,69300,Caluire-et-Cuire,69034,7734,2024
PAR-69286-034,Parc des Chantemerle,34,1,Chemin de Chantemerle,69140,Rillieux-la-Pape,69286,10021,1990
PAR-69286-040,test,40,,,69140,Rillieux-la-Pape,69286,296,
PAR-69256-006,Square Manouchian,6,,Avenue Garibaldi,69120,Vaulx-en-Velin,69256,685,
PAR-69256-007,Square Georges Seguin,7,,Rue Georges Seguin,69120,Vaulx-en-Velin,69256,2883,2013
PAR-69256-009,Parc François Mitterrand,9,,Avenue Eugène Henaff,69120,Vaulx-en-Velin,69256,24529,2009
PAR-69256-021,Plateau Rousseau,21,4,Rue Maurice Audin,69120,Vaulx-en-Velin,69256,12033,
PAR-69256-023,Parc de la Rize,23,,Avenue Grandclément,69120,Vaulx-en-Velin,69256,113997,
PAR-69256-024,Promenade jardinée,24,,Rue André Chénier,69120,Vaulx-en-Velin,69256,3950,2019
PAR-69256-041,Place de la Thibaude,41,6,Rue Joannès Drevet,69120,Vaulx-en-Velin,69256,2904,
PAR-69256-048,Jardin de la Grappinière,48,,Rue Général Charles Delestraint,69120,Vaulx-en-Velin,69256,901,2022
PAR-69256-049,Îlot des Dentellières,49,4,Rue Maurice Moissonier,69120,Vaulx-en-Velin,69256,1443,2022
PAR-69256-050,Square Terron-sur-Aisne,50,,Avenue du 8 mai 1945,69120,Vaulx-en-Velin,69256,773,
PAR-69256-051,Promenade Lénine,51,,Promenade Lénine,69120,Vaulx-en-Velin,69256,34067,
PAR-69256-052,Place Pasteur,52,,Place Pasteur,69120,Vaulx-en-Velin,69256,62,
PAR-69256-053,Rue François Rabelais nord,53,,Rue François Rabelais,69120,Vaulx-en-Velin,69256,1425,2019
PAR-69256-054,Chemin Claude Debussy,54,,Avenue Georges Dimitrov,69120,Vaulx-en-Velin,69256,626,
PAR-69256-055,Parc du Lycée,55,,Rue Emile Zola,69120,Vaulx-en-Velin,69256,3996,2020
PAR-69256-056,Place Toni Morrison,56,,Place Toni Morrison,69120,Vaulx-en-Velin,69256,1170,
PAR-69256-060,Promenade Lénine/Rue Jules Romains,60,,Rue Jules Romains,69120,Vaulx-en-Velin,69256,2227,2023
PAR-69256-062,Place de la Nation,62,,Place de la Nation,69120,Vaulx-en-Velin,69256,1084,
PAR-69259-10803,Square Léa & Napoléon Bullukian,10803,0,Angle des rues Michel / Roux,69200,Vénissieux,69259,1432,
PAR-69259-10905,Place Ennemond Romand,10905,0,Place Ennemond Romand,69200,Vénissieux,69259,11688,
PAR-69259-10907,Square St Jean de Dieu,10907,2,Rue Vaillant Couturier,69200,Vénissieux,69259,1506,
PAR-69259-11101,Parcelle Pressensé,11101,82,Avenue Francis de Pressensé,69200,Vénissieux,69259,6145,
PAR-69259-11104,Square des maraîchers,11104,0,Rue Paul Reverchon,69200,Vénissieux,69259,1597,
PAR-69259-11403,Square Laurent Gérin,11403,0,Agle de l'avenue Jean Jaurès / rue Carnot,69200,Vénissieux,69259,1708,
PAR-69259-11404,Parc des Marronniers,11404,0,Avenue Jean Jaurès,69200,Vénissieux,69259,3819,
PAR-69259-11502,Square Eugène Maréchal,11502,0,Rue de l'Ancienne Gare,69200,Vénissieux,69259,1014,
PAR-69259-20302,Square Pernet-Ducher,20302,10,Avenue Jules Guesde,69200,Vénissieux,69259,1192,
PAR-69259-20303,Square Paul Guibert,20303,27,Avenue Jules Guesde,69200,Vénissieux,69259,1866,
PAR-69259-20602,Place Jeanne d'Arc,20602,0,Rue Eugène Labourde,69200,Vénissieux,69259,517,
PAR-69259-20605,Square Joannès Vallet,20605,31,Rue Joannès Vallet,69200,Vénissieux,69259,616,
PAR-69259-20606,Angle Vallet / Joliot Curie,20606,0,Angle des rues Joannès Vallet / Joliot Curie,69200,Vénissieux,69259,789,
PAR-69259-20706,Place Grand Clément,20706,0,Rue Nelson Mandela,69200,Vénissieux,69259,14147,
PAR-69259-20709,Grand Parilly,20709,0,Rue Simone Veil,69200,Vénissieux,69259,2531,
PAR-69259-20804,Square Jean Lurçat,20804,8,Rue Jean Lurçat,69200,Vénissieux,69259,616,
PAR-69259-21501,Terrain du Charbonnier,21501,28,Chemin du Charbonnier,69200,Vénissieux,69259,3779,
PAR-69259-30103,Parc Louis Dupic,30103,0,Rue Jules Ferry,69200,Vénissieux,69259,14773,
PAR-69259-30104,Parc Louis Dupic : Extension,30104,0,Rue Gambetta,69200,Vénissieux,69259,10408,
PAR-69259-30108,Square de l'église,30108,26,Rue du Château,69200,Vénissieux,69259,1214,
PAR-69259-30112,Angle Houël / Croizat / Jodino,30112,0,Angle des rues Houël / Croizat / Jodino,69200,Vénissieux,69259,5718,
PAR-69259-30114,Place de la Paix,30114,8,Place de la Paix,69200,Vénissieux,69259,1391,
PAR-69259-30304,Square Coblod,30304,78,Boulevard du Docteur Coblod,69200,Vénissieux,69259,4406,
PAR-69259-30305,Mail piétonnier Max Barel,30305,0,Du boulevard du Docteur Coblod à la rue Max Barel,69200,Vénissieux,69259,7392,
PAR-69259-30417,Square Bela Bartok,30417,0,Rue Bela Bartok,69200,Vénissieux,69259,985,
PAR-69259-30507,Angle Jodino / Roudil : est,30507,0,Angle des rues Jodino / Roudil,69200,Vénissieux,69259,3472,
PAR-69259-30511,Chemin de Feyzin : MJC,30511,15,Chemin de Feyzin,69200,Vénissieux,69259,5389,
PAR-69259-30708,Square Robert Braizaz,30708,18,Rue Victor Hugo,69200,Vénissieux,69259,1970,
PAR-69259-30802,Square Général Pierre Robert de Saint Vincent,30802,23,Rue Romain Rolland,69200,Vénissieux,69259,3506,
PAR-69259-30804,Square Lili Garel,30804,0,Angle des rues Picard/Tristan,69200,Vénissieux,69259,480,2021
PAR-69259-40105,Avenue Jean Cagne : église et château d'eau,40105,0,des rues Jean Cagne / Président Edouard Herriot,69200,Vénissieux,69259,7147,
PAR-69259-40301,Square Montchaud,40301,7,Avenue Jean Cagne,69200,Vénissieux,69259,6256,
PAR-69259-40402,Square Ludovic Bonin,40402,0,Angle des rues Bruan / Lyvet,69200,Vénissieux,69259,1948,
PAR-69259-40601,Rue Gabriel Faure : château d'eau,40601,0,Angle des rues Gabriel Faure /  Léo Lagrange,69200,Vénissieux,69259,12381,
PAR-69259-40801,Terrain d'aventures : abords,40801,29,Rue Léo Lagrange,69200,Vénissieux,69259,11346,
PAR-69259-40802,Terrain d'aventures,40802,27,Rue Léo Lagrange,69200,Vénissieux,69259,8718,
PAR-69259-41002,Square Colette Besson,41002,2,Rue Colette,69200,Vénissieux,69259,2883,
PAR-69259-41202,Square Prosper Alfaric,41202,0,Rue Prosper Alfaric,69200,Vénissieux,69259,2554,
PAR-69259-41301,Square Gabriel Péri,41301,0,Rue Prosper Alfaric,69200,Vénissieux,69259,2934,
PAR-69259-41401,Square Louis Aulagne,41401,0,Rue Louis Aulagne,69200,Vénissieux,69259,10190,
PAR-69259-41501,Espace Ravel,41501,0,Entre rues Claude Debussy / Ravel,69200,Vénissieux,69259,11633,
PAR-69259-41502,Square Abbé Pierre,41502,0,Square Abbé Pierre,69200,Vénissieux,69259,1996,
PAR-69259-41503,Espace Debussy,41503,7,Rue Claude Debussy,69200,Vénissieux,69259,3572,
PAR-69259-41504,Square du temps libre,41504,1,Rue Claude Debussy,69200,Vénissieux,69259,1338,
PAR-69259-41605,Square Léo Lagrange,41605,35,Rue Léo Lagrange,69200,Vénissieux,69259,1727,
PAR-69259-41801,Square Descartes,41801,0,Square Descartes / Rue Robespierre,69200,Vénissieux,69259,434,
PAR-69259-50501,Mail piétonnier Armstrong,50501,0,Rue Charpak / Louis Semprun,69200,Vénissieux,69259,3016,
PAR-69259-51002,Abords de la piscine Delaune,51002,0,Angle des rues 8 mai 1945 / J Cagne / Martyrs / Bourdarias,69200,Vénissieux,69259,17244,
PAR-69259-51201,Parc des Minguettes,51201,0,Boulevard Lénine,69200,Vénissieux,69259,138792,
PAR-69259-51202,Jardins suspendus Darnaise,51202,45,Boulevard Lénine,69200,Vénissieux,69259,2648,
PAR-69259-60802,Centre du quartier Monmousseau,60802,12,Rue Gaston Monmousseau,69200,Vénissieux,69259,16714,
PAR-69259-60903,Belvédère Pyramide,60903,8,Entre Rue Vladimir Komarov et avenue Jean Moulin,69200,Vénissieux,69259,29322,
PAR-69259-61106,Square Cachin,61106,0,Angle avenue Marcel Cachin / Chemin de Feyzin,69200,Vénissieux,69259,1764,
PAR-69266-185,Square du Champ de l'Orme,185,3,Rue du Champ de l'Orme,69100,Villeurbanne,69266,262,2007
PAR-69259-61302,Rue komarov : centre Soyouz,61302,23,Rue Vladimir Komarov,69200,Vénissieux,69259,7510,
PAR-69259-61401,Rue Cachin : le Bodey,61401,3,Avenue Marcel Cachin,69200,Vénissieux,69259,10596,
PAR-69259-51501,Boulevard Lénine,51501,21,Boulevard Lénine,69200,Vénissieux,69259,1888,
PAR-69091-002,Parc Normandie Niemen,2,,Quai Georges Lévy,69700,Givors,69091,16272,
PAR-69091-001,Parc de la Maison du fleuve Rhône,1,,Place de la Liberté,69700,Givors,69091,6346,
PAR-69388-08096,Parc Antoine Perrin,8096,130,Rue Guillaume Paradin,69008,Lyon,69388,8978,
PAR-69091-017,Parc des Sports,17,,Esplanade Georges Lyvet,69700,Givors,69091,992,
PAR-69091-003,Espace de l'Avenue Maréchal Leclerc,3,,Avenue Maréchal Leclerc,69700,Givors,69091,2973,
PAR-69091-004,Parc Colonel Fabien,4,32,Rue Victor Hugo,69700,Givors,69091,1120,
PAR-69091-005,Parc Maurice Thorez,5,,Promenade Maurice Thorez / Place des Tours,69700,Givors,69091,5937,
PAR-69091-006,Square Etienne Abeille,6,,Rue Yves Farge / Rue Jean Ligonnet / Rue Joseph et Marie-Louise Liauthaud,69700,Givors,69091,1024,
PAR-69091-007,Parc du Moulin,7,,Rue du Moulin / Impasse Platière,69700,Givors,69091,4799,
PAR-69091-008,Parc de la gare de Givors-Canal,8,,Avenue du Onze Novembre 1918,69700,Givors,69091,2832,
